time|run_time|number of errors|number of sites checked|CE|RT|CT|UK|bad
Thu Feb 11 03:23:44 2016|1.2009999752|0|1|0|0|0|0|0|
Thu Feb 11 03:25:45 2016|1.17100000381|0|1|0|0|0|0|0|
Thu Feb 11 03:27:46 2016|1.19899988174|0|1|0|0|0|0|0|
Thu Feb 11 03:29:47 2016|1.16199994087|0|1|0|0|0|0|0|
Thu Feb 11 03:31:49 2016|1.18400001526|0|1|0|0|0|0|0|
Thu Feb 11 03:33:50 2016|1.17299985886|0|1|0|0|0|0|0|
Thu Feb 11 03:35:51 2016|1.16700005531|0|1|0|0|0|0|0|
Thu Feb 11 03:37:52 2016|1.02200007439|0|1|0|0|0|0|0|
Thu Feb 11 03:39:53 2016|1.27499985695|0|1|0|0|0|0|0|
Thu Feb 11 03:41:55 2016|1.16799998283|0|1|0|0|0|0|0|
Thu Feb 11 03:43:56 2016|1.12199997902|0|1|0|0|0|0|0|
Thu Feb 11 03:45:57 2016|1.05199980736|0|1|0|0|0|0|0|
Thu Feb 11 03:47:58 2016|1.1930000782|0|1|0|0|0|0|0|
Thu Feb 11 03:49:59 2016|1.16799998283|0|1|0|0|0|0|0|
Thu Feb 11 03:52:00 2016|1.24199986458|0|1|0|0|0|0|0|
Thu Feb 11 03:54:02 2016|1.19199991226|0|1|0|0|0|0|0|
Thu Feb 11 03:56:03 2016|1.23599982262|0|1|0|0|0|0|0|
Thu Feb 11 03:58:04 2016|1.19499993324|0|1|0|0|0|0|0|
Thu Feb 11 04:00:05 2016|1.21900010109|0|1|0|0|0|0|0|
Thu Feb 11 04:02:07 2016|1.20399999619|0|1|0|0|0|0|0|
Thu Feb 11 04:04:08 2016|1.07299995422|0|1|0|0|0|0|0|
Thu Feb 11 04:06:09 2016|1.33800005913|0|1|0|0|0|0|0|
Thu Feb 11 04:08:10 2016|1.21799993515|0|1|0|0|0|0|0|
Thu Feb 11 04:10:12 2016|1.23199987411|0|1|0|0|0|0|0|
Thu Feb 11 04:12:13 2016|1.08700013161|0|1|0|0|0|0|0|
Thu Feb 11 04:14:14 2016|1.16400003433|0|1|0|0|0|0|0|
Thu Feb 11 04:16:15 2016|1.21499991417|0|1|0|0|0|0|0|
Thu Feb 11 04:18:16 2016|1.17199993134|0|1|0|0|0|0|0|
Thu Feb 11 04:20:18 2016|1.12800002098|0|1|0|0|0|0|0|
Thu Feb 11 04:22:19 2016|1.14499998093|0|1|0|0|0|0|0|
Thu Feb 11 04:24:20 2016|1.17300009727|0|1|0|0|0|0|0|
Thu Feb 11 04:26:21 2016|1.14400005341|0|1|0|0|0|0|0|
Thu Feb 11 04:28:22 2016|1.13700008392|0|1|0|0|0|0|0|
Thu Feb 11 04:30:23 2016|1.22899985313|0|1|0|0|0|0|0|
Thu Feb 11 04:32:25 2016|1.1289999485|0|1|0|0|0|0|0|
Thu Feb 11 04:34:26 2016|1.33599996567|0|1|0|0|0|0|0|
Thu Feb 11 04:36:27 2016|1.16000008583|0|1|0|0|0|0|0|
Thu Feb 11 04:38:28 2016|1.14899992943|0|1|0|0|0|0|0|
Thu Feb 11 04:40:30 2016|1.1819999218|0|1|0|0|0|0|0|
Thu Feb 11 04:42:31 2016|1.17600011826|0|1|0|0|0|0|0|
Thu Feb 11 04:44:32 2016|1.12300014496|0|1|0|0|0|0|0|
Thu Feb 11 04:46:33 2016|1.11500000954|0|1|0|0|0|0|0|
Thu Feb 11 04:48:34 2016|1.14599990845|0|1|0|0|0|0|0|
Thu Feb 11 04:50:35 2016|1.14800000191|0|1|0|0|0|0|0|
Thu Feb 11 04:52:37 2016|1.91999983788|0|1|0|0|0|0|0|
Thu Feb 11 04:54:39 2016|1.20199990273|0|1|0|0|0|0|0|
Thu Feb 11 04:56:40 2016|1.13899993896|0|1|0|0|0|0|0|
Thu Feb 11 04:58:41 2016|1.0759999752|0|1|0|0|0|0|0|
Thu Feb 11 05:00:42 2016|1.16699981689|0|1|0|0|0|0|0|
Thu Feb 11 05:02:44 2016|1.83500003815|0|1|0|0|0|0|0|
Thu Feb 11 05:04:45 2016|1.2009999752|0|1|0|0|0|0|0|
Thu Feb 11 05:06:46 2016|1.14700007439|0|1|0|0|0|0|0|
Thu Feb 11 05:08:48 2016|1.21499991417|0|1|0|0|0|0|0|
Thu Feb 11 05:10:49 2016|1.14599990845|0|1|0|0|0|0|0|
Thu Feb 11 05:12:51 2016|1.85300016403|0|1|0|0|0|0|0|
Thu Feb 11 05:14:52 2016|1.15000009537|0|1|0|0|0|0|0|
Thu Feb 11 05:16:53 2016|1.03799986839|0|1|0|0|0|0|0|
Thu Feb 11 05:18:54 2016|1.03600001335|0|1|0|0|0|0|0|
Thu Feb 11 05:20:55 2016|1.18699979782|0|1|0|0|0|0|0|
Thu Feb 11 05:22:56 2016|1.1859998703|0|1|0|0|0|0|0|
Thu Feb 11 05:24:58 2016|1.17100000381|0|1|0|0|0|0|0|
Thu Feb 11 05:26:59 2016|1.03899979591|0|1|0|0|0|0|0|
Thu Feb 11 05:29:00 2016|1.18400001526|0|1|0|0|0|0|0|
Thu Feb 11 05:31:01 2016|1.20299983025|0|1|0|0|0|0|0|
Thu Feb 11 05:33:03 2016|1.9390001297|0|1|0|0|0|0|0|
Thu Feb 11 05:35:04 2016|1.07299995422|0|1|0|0|0|0|0|
Thu Feb 11 05:37:05 2016|1.22499990463|0|1|0|0|0|0|0|
Thu Feb 11 05:39:07 2016|1.24199986458|0|1|0|0|0|0|0|
Thu Feb 11 05:41:08 2016|1.16499996185|0|1|0|0|0|0|0|
Thu Feb 11 05:43:09 2016|1.35100007057|0|1|0|0|0|0|0|
Thu Feb 11 05:45:10 2016|1.14599990845|0|1|0|0|0|0|0|
Thu Feb 11 05:47:12 2016|1.18700003624|0|1|0|0|0|0|0|
Thu Feb 11 05:49:13 2016|1.17000007629|0|1|0|0|0|0|0|
Thu Feb 11 05:51:14 2016|1.23300004005|0|1|0|0|0|0|0|
Thu Feb 11 05:53:15 2016|1.14299988747|0|1|0|0|0|0|0|
Thu Feb 11 05:55:16 2016|1.20399999619|0|1|0|0|0|0|0|
Thu Feb 11 05:57:18 2016|1.1970000267|0|1|0|0|0|0|0|
Thu Feb 11 05:59:19 2016|1.19699978828|0|1|0|0|0|0|0|
Thu Feb 11 06:01:20 2016|1.02499985695|0|1|0|0|0|0|0|
Thu Feb 11 06:03:21 2016|0.983999967575|0|1|0|0|0|0|0|
Thu Feb 11 06:05:22 2016|1.03900003433|0|1|0|0|0|0|0|
Thu Feb 11 06:07:23 2016|1.19499993324|0|1|0|0|0|0|0|
Thu Feb 11 06:09:24 2016|1.16699981689|0|1|0|0|0|0|0|
Thu Feb 11 06:11:25 2016|1.0|0|1|0|0|0|0|0|
Thu Feb 11 06:13:27 2016|1.03499984741|0|1|0|0|0|0|0|
Thu Feb 11 06:15:28 2016|1.10699987411|0|1|0|0|0|0|0|
Thu Feb 11 06:17:29 2016|1.22599983215|0|1|0|0|0|0|0|
Thu Feb 11 06:19:30 2016|1.17600011826|0|1|0|0|0|0|0|
Thu Feb 11 06:21:32 2016|1.77600002289|0|1|0|0|0|0|0|
Thu Feb 11 06:23:34 2016|1.74399995804|0|1|0|0|0|0|0|
Thu Feb 11 06:25:35 2016|1.23099994659|0|1|0|0|0|0|0|
Thu Feb 11 06:27:36 2016|1.17700004578|0|1|0|0|0|0|0|
Thu Feb 11 06:29:37 2016|1.18099999428|0|1|0|0|0|0|0|
Thu Feb 11 06:31:39 2016|1.15899991989|0|1|0|0|0|0|0|
Thu Feb 11 06:33:40 2016|1.58800005913|0|1|0|0|0|0|0|
Thu Feb 11 06:35:41 2016|1.14199995995|0|1|0|0|0|0|0|
Thu Feb 11 06:37:43 2016|1.20600008965|0|1|0|0|0|0|0|
Thu Feb 11 06:39:44 2016|1.17000007629|0|1|0|0|0|0|0|
Thu Feb 11 06:41:45 2016|1.18400001526|0|1|0|0|0|0|0|
Thu Feb 11 06:43:46 2016|1.16400003433|0|1|0|0|0|0|0|
Thu Feb 11 06:45:47 2016|1.16499996185|0|1|0|0|0|0|0|
Thu Feb 11 06:47:49 2016|1.13400006294|0|1|0|0|0|0|0|
Thu Feb 11 06:49:50 2016|1.15499997139|0|1|0|0|0|0|0|
Thu Feb 11 06:51:51 2016|1.2650001049|0|1|0|0|0|0|0|
Thu Feb 11 06:53:52 2016|1.19000005722|0|1|0|0|0|0|0|
Thu Feb 11 06:55:53 2016|1.17999982834|0|1|0|0|0|0|0|
Thu Feb 11 06:57:55 2016|1.19199991226|0|1|0|0|0|0|0|
Thu Feb 11 06:59:56 2016|1.15499997139|0|1|0|0|0|0|0|
Thu Feb 11 07:01:57 2016|1.1899998188|0|1|0|0|0|0|0|
Thu Feb 11 07:03:58 2016|1.19900012016|0|1|0|0|0|0|0|
Thu Feb 11 07:05:59 2016|0.982000112534|0|1|0|0|0|0|0|
Thu Feb 11 07:08:00 2016|1.08800005913|0|1|0|0|0|0|0|
Thu Feb 11 07:10:02 2016|1.51099991798|0|1|0|0|0|0|0|
Thu Feb 11 07:12:03 2016|1.24900007248|0|1|0|0|0|0|0|
Thu Feb 11 07:14:04 2016|1.18000006676|0|1|0|0|0|0|0|
Thu Feb 11 07:16:06 2016|1.17600011826|0|1|0|0|0|0|0|
Thu Feb 11 07:18:08 2016|2.06299996376|0|1|0|0|0|0|0|
Thu Feb 11 07:20:09 2016|1.07700014114|0|1|0|0|0|0|0|
Thu Feb 11 07:22:10 2016|1.1179997921|0|1|0|0|0|0|0|
Thu Feb 11 07:24:11 2016|1.01999998093|0|1|0|0|0|0|0|
Thu Feb 11 07:26:12 2016|1.08499979973|0|1|0|0|0|0|0|
Thu Feb 11 07:28:13 2016|1.13400006294|0|1|0|0|0|0|0|
Thu Feb 11 07:30:15 2016|1.34400010109|0|1|0|0|0|0|0|
Thu Feb 11 07:32:16 2016|1.16799998283|0|1|0|0|0|0|0|
Thu Feb 11 07:34:17 2016|1.19500017166|0|1|0|0|0|0|0|
Thu Feb 11 07:36:18 2016|1.18600010872|0|1|0|0|0|0|0|
Thu Feb 11 07:38:20 2016|1.33400011063|0|1|0|0|0|0|0|
Thu Feb 11 07:40:21 2016|1.11599993706|0|1|0|0|0|0|0|
Thu Feb 11 07:42:22 2016|1.22699999809|0|1|0|0|0|0|0|
Thu Feb 11 07:44:23 2016|1.1970000267|0|1|0|0|0|0|0|
Thu Feb 11 07:46:25 2016|1.25199985504|0|1|0|0|0|0|0|
Thu Feb 11 07:48:26 2016|1.12599992752|0|1|0|0|0|0|0|
Thu Feb 11 07:50:27 2016|1.07899999619|0|1|0|0|0|0|0|
Thu Feb 11 07:52:28 2016|1.32500004768|0|1|0|0|0|0|0|
Thu Feb 11 07:54:29 2016|1.19799995422|0|1|0|0|0|0|0|
Thu Feb 11 07:56:31 2016|1.34999990463|0|1|0|0|0|0|0|
Thu Feb 11 07:58:32 2016|1.19599986076|0|1|0|0|0|0|0|
Thu Feb 11 08:00:34 2016|1.55499982834|0|1|0|0|0|0|0|
Thu Feb 11 08:02:35 2016|1.14200019836|0|1|0|0|0|0|0|
Thu Feb 11 08:04:36 2016|1.11800003052|0|1|0|0|0|0|0|
Thu Feb 11 08:06:37 2016|1.15299987793|0|1|0|0|0|0|0|
Thu Feb 11 08:08:38 2016|1.12599992752|0|1|0|0|0|0|0|
Thu Feb 11 08:10:39 2016|1.18099999428|0|1|0|0|0|0|0|
Thu Feb 11 08:12:41 2016|1.16899991035|0|1|0|0|0|0|0|
Thu Feb 11 08:14:42 2016|1.11999988556|0|1|0|0|0|0|0|
Thu Feb 11 08:16:43 2016|1.12399983406|0|1|0|0|0|0|0|
Thu Feb 11 08:18:44 2016|1.10800004005|0|1|0|0|0|0|0|
Thu Feb 11 08:20:45 2016|1.22199988365|0|1|0|0|0|0|0|
Thu Feb 11 08:22:46 2016|1.20700001717|0|1|0|0|0|0|0|
Thu Feb 11 08:24:48 2016|1.49300003052|0|1|0|0|0|0|0|
Thu Feb 11 08:26:49 2016|1.1740000248|0|1|0|0|0|0|0|
Thu Feb 11 08:28:50 2016|1.20799994469|0|1|0|0|0|0|0|
Thu Feb 11 08:30:52 2016|1.30100011826|0|1|0|0|0|0|0|
Thu Feb 11 08:32:53 2016|1.2389998436|0|1|0|0|0|0|0|
Thu Feb 11 08:34:54 2016|1.16999983788|0|1|0|0|0|0|0|
Thu Feb 11 08:36:56 2016|1.72099995613|0|1|0|0|0|0|0|
Thu Feb 11 08:38:57 2016|1.2650001049|0|1|0|0|0|0|0|
Thu Feb 11 08:40:58 2016|1.15400004387|0|1|0|0|0|0|0|
Thu Feb 11 08:43:00 2016|1.11500000954|0|1|0|0|0|0|0|
Thu Feb 11 08:45:01 2016|1.19099998474|0|1|0|0|0|0|0|
Thu Feb 11 08:47:02 2016|1.21600008011|0|1|0|0|0|0|0|
Thu Feb 11 08:49:03 2016|1.19899988174|0|1|0|0|0|0|0|
Thu Feb 11 08:51:05 2016|1.19499993324|0|1|0|0|0|0|0|
Thu Feb 11 08:53:06 2016|1.38700008392|0|1|0|0|0|0|0|
Thu Feb 11 08:55:07 2016|1.19600009918|0|1|0|0|0|0|0|
Thu Feb 11 08:57:08 2016|1.28600001335|0|1|0|0|0|0|0|
Thu Feb 11 08:59:10 2016|1.19000005722|0|1|0|0|0|0|0|
Thu Feb 11 09:01:11 2016|1.22699999809|0|1|0|0|0|0|0|
Thu Feb 11 09:03:12 2016|1.20199990273|0|1|0|0|0|0|0|
Thu Feb 11 09:05:27 2016|15.0069999695|1|1|0|1+Loveland, City of - CO|0|0|0|
Thu Feb 11 09:07:29 2016|1.30200004578|0|1|0|0|0|0|0|
Thu Feb 11 09:09:30 2016|1.42499995232|0|1|0|0|0|0|0|
Thu Feb 11 09:11:31 2016|1.25099992752|0|1|0|0|0|0|0|
Thu Feb 11 09:13:32 2016|1.22600007057|0|1|0|0|0|0|0|
Thu Feb 11 09:15:33 2016|0.943000078201|0|1|0|0|0|0|0|
Thu Feb 11 09:17:35 2016|1.16400003433|0|1|0|0|0|0|0|
Thu Feb 11 09:19:36 2016|1.1930000782|0|1|0|0|0|0|0|
Thu Feb 11 09:21:37 2016|1.16100001335|0|1|0|0|0|0|0|
Thu Feb 11 09:23:38 2016|1.2610001564|0|1|0|0|0|0|0|
Thu Feb 11 09:25:40 2016|1.24099993706|0|1|0|0|0|0|0|
Thu Feb 11 09:27:41 2016|1.25800013542|0|1|0|0|0|0|0|
Thu Feb 11 09:29:42 2016|1.19600009918|0|1|0|0|0|0|0|
Thu Feb 11 09:31:43 2016|1.17599987984|0|1|0|0|0|0|0|
Thu Feb 11 09:33:44 2016|1.13999986649|0|1|0|0|0|0|0|
Thu Feb 11 09:35:46 2016|1.11800003052|0|1|0|0|0|0|0|
Thu Feb 11 09:37:47 2016|1.1740000248|0|1|0|0|0|0|0|
Thu Feb 11 09:39:48 2016|1.22499990463|0|1|0|0|0|0|0|
Thu Feb 11 09:41:49 2016|1.125|0|1|0|0|0|0|0|
Thu Feb 11 09:43:50 2016|1.15599989891|0|1|0|0|0|0|0|
Thu Feb 11 09:45:51 2016|1.17300009727|0|1|0|0|0|0|0|
Thu Feb 11 09:47:53 2016|1.21500015259|0|1|0|0|0|0|0|
Thu Feb 11 09:49:54 2016|1.27999997139|0|1|0|0|0|0|0|
Thu Feb 11 09:51:55 2016|1.21599984169|0|1|0|0|0|0|0|
Thu Feb 11 09:53:56 2016|1.15799999237|0|1|0|0|0|0|0|
Thu Feb 11 09:55:58 2016|1.15799999237|0|1|0|0|0|0|0|
Thu Feb 11 09:57:59 2016|1.1289999485|0|1|0|0|0|0|0|
Thu Feb 11 10:00:00 2016|1.22499990463|0|1|0|0|0|0|0|
Thu Feb 11 10:02:01 2016|1.15299987793|0|1|0|0|0|0|0|
Thu Feb 11 10:04:02 2016|1.18400001526|0|1|0|0|0|0|0|
Thu Feb 11 10:06:04 2016|1.14199995995|0|1|0|0|0|0|0|
Thu Feb 11 10:08:05 2016|1.22600007057|0|1|0|0|0|0|0|
Thu Feb 11 10:10:06 2016|1.51999998093|0|1|0|0|0|0|0|
Thu Feb 11 10:12:08 2016|1.68600010872|0|1|0|0|0|0|0|
Thu Feb 11 10:14:09 2016|1.27399992943|0|1|0|0|0|0|0|
Thu Feb 11 10:16:11 2016|1.16400003433|0|1|0|0|0|0|0|
Thu Feb 11 10:18:12 2016|1.27400016785|0|1|0|0|0|0|0|
Thu Feb 11 10:20:14 2016|1.67500019073|0|1|0|0|0|0|0|
Thu Feb 11 10:22:15 2016|1.14600014687|0|1|0|0|0|0|0|
Thu Feb 11 10:24:16 2016|1.10800004005|0|1|0|0|0|0|0|
Thu Feb 11 10:26:17 2016|0.973999977112|0|1|0|0|0|0|0|
Thu Feb 11 10:28:18 2016|1.10700011253|0|1|0|0|0|0|0|
Thu Feb 11 10:30:19 2016|1.17000007629|0|1|0|0|0|0|0|
Thu Feb 11 10:32:20 2016|1.08999991417|0|1|0|0|0|0|0|
Thu Feb 11 10:34:22 2016|1.24100017548|0|1|0|0|0|0|0|
Thu Feb 11 10:36:23 2016|1.17499995232|0|1|0|0|0|0|0|
Thu Feb 11 10:38:24 2016|1.10299992561|0|1|0|0|0|0|0|
Thu Feb 11 10:40:25 2016|1.17300009727|0|1|0|0|0|0|0|
Thu Feb 11 10:42:26 2016|1.15000009537|0|1|0|0|0|0|0|
Thu Feb 11 10:44:28 2016|1.17500019073|0|1|0|0|0|0|0|
Thu Feb 11 10:46:29 2016|1.03299999237|0|1|0|0|0|0|0|
Thu Feb 11 10:48:30 2016|1.07300019264|0|1|0|0|0|0|0|
Thu Feb 11 10:50:31 2016|1.3140001297|0|1|0|0|0|0|0|
Thu Feb 11 10:52:32 2016|1.16199994087|0|1|0|0|0|0|0|
Thu Feb 11 10:54:33 2016|1.13100004196|0|1|0|0|0|0|0|
Thu Feb 11 10:56:35 2016|1.117000103|0|1|0|0|0|0|0|
Thu Feb 11 10:58:36 2016|1.14899992943|0|1|0|0|0|0|0|
Thu Feb 11 11:00:37 2016|1.23300004005|0|1|0|0|0|0|0|
Thu Feb 11 11:02:38 2016|1.18799996376|0|1|0|0|0|0|0|
Thu Feb 11 11:04:39 2016|1.18600010872|0|1|0|0|0|0|0|
Thu Feb 11 11:06:41 2016|1.2349998951|0|1|0|0|0|0|0|
Thu Feb 11 11:08:42 2016|1.15000009537|0|1|0|0|0|0|0|
Thu Feb 11 11:10:43 2016|1.14199995995|0|1|0|0|0|0|0|
Thu Feb 11 11:12:44 2016|1.02399992943|0|1|0|0|0|0|0|
Thu Feb 11 11:14:45 2016|1.06700015068|0|1|0|0|0|0|0|
Thu Feb 11 11:16:46 2016|1.24699997902|0|1|0|0|0|0|0|
Thu Feb 11 11:18:48 2016|1.24399995804|0|1|0|0|0|0|0|
Thu Feb 11 11:20:49 2016|1.20399999619|0|1|0|0|0|0|0|
Thu Feb 11 11:22:50 2016|0.960000038147|0|1|0|0|0|0|0|
Thu Feb 11 11:24:51 2016|1.16900014877|0|1|0|0|0|0|0|
Thu Feb 11 11:26:52 2016|1.12599992752|0|1|0|0|0|0|0|
Thu Feb 11 11:28:53 2016|1.19799995422|0|1|0|0|0|0|0|
Thu Feb 11 11:30:55 2016|1.19499993324|0|1|0|0|0|0|0|
Thu Feb 11 11:32:56 2016|1.0640001297|0|1|0|0|0|0|0|
Thu Feb 11 11:34:57 2016|1.22699999809|0|1|0|0|0|0|0|
Thu Feb 11 11:36:59 2016|1.99100017548|0|1|0|0|0|0|0|
Thu Feb 11 11:39:00 2016|1.19600009918|0|1|0|0|0|0|0|
Thu Feb 11 11:41:01 2016|1.00500011444|0|1|0|0|0|0|0|
Thu Feb 11 11:43:02 2016|1.14299988747|0|1|0|0|0|0|0|
Thu Feb 11 11:45:04 2016|1.23900008202|0|1|0|0|0|0|0|
Thu Feb 11 11:47:05 2016|1.23000001907|0|1|0|0|0|0|0|
Thu Feb 11 11:49:06 2016|1.24000000954|0|1|0|0|0|0|0|
Thu Feb 11 11:51:08 2016|1.45000004768|0|1|0|0|0|0|0|
Thu Feb 11 11:53:09 2016|1.20899987221|0|1|0|0|0|0|0|
Thu Feb 11 11:55:10 2016|1.21300005913|0|1|0|0|0|0|0|
Thu Feb 11 11:57:11 2016|1.12999987602|0|1|0|0|0|0|0|
Thu Feb 11 11:59:13 2016|1.15199995041|0|1|0|0|0|0|0|
Thu Feb 11 12:01:14 2016|1.08599996567|0|1|0|0|0|0|0|
Thu Feb 11 12:03:15 2016|1.27300000191|0|1|0|0|0|0|0|
Thu Feb 11 12:05:16 2016|1.05099987984|0|1|0|0|0|0|0|
Thu Feb 11 12:07:17 2016|1.19099998474|0|1|0|0|0|0|0|
Thu Feb 11 12:09:18 2016|1.20300006866|0|1|0|0|0|0|0|
Thu Feb 11 12:11:20 2016|1.21200013161|0|1|0|0|0|0|0|
Thu Feb 11 12:13:21 2016|1.22600007057|0|1|0|0|0|0|0|
Thu Feb 11 12:15:22 2016|1.13599991798|0|1|0|0|0|0|0|
Thu Feb 11 12:17:24 2016|2.31100010872|0|1|0|0|0|0|0|
Thu Feb 11 12:19:26 2016|1.18300008774|0|1|0|0|0|0|0|
Thu Feb 11 12:21:27 2016|0.872000217438|0|1|0|0|0|0|0|
Thu Feb 11 12:23:28 2016|1.72600007057|0|1|0|0|0|0|0|
Thu Feb 11 12:25:30 2016|1.15499997139|0|1|0|0|0|0|0|
Thu Feb 11 12:27:31 2016|1.26900005341|0|1|0|0|0|0|0|
Thu Feb 11 12:29:32 2016|1.22900009155|0|1|0|0|0|0|0|
Thu Feb 11 12:31:33 2016|1.10700011253|0|1|0|0|0|0|0|
Thu Feb 11 12:33:34 2016|1.17599987984|0|1|0|0|0|0|0|
Thu Feb 11 12:35:36 2016|1.15799999237|0|1|0|0|0|0|0|
Thu Feb 11 12:37:37 2016|1.33200001717|0|1|0|0|0|0|0|
Thu Feb 11 12:39:38 2016|1.21599984169|0|1|0|0|0|0|0|
Thu Feb 11 12:41:39 2016|1.20199990273|0|1|0|0|0|0|0|
Thu Feb 11 12:43:41 2016|1.16600012779|0|1|0|0|0|0|0|
Thu Feb 11 12:45:42 2016|1.23699998856|0|1|0|0|0|0|0|
Thu Feb 11 12:47:43 2016|1.22500014305|0|1|0|0|0|0|0|
Thu Feb 11 12:49:44 2016|1.22900009155|0|1|0|0|0|0|0|
Thu Feb 11 12:51:46 2016|1.22199988365|0|1|0|0|0|0|0|
Thu Feb 11 12:53:47 2016|1.19099998474|0|1|0|0|0|0|0|
Thu Feb 11 12:55:48 2016|1.22900009155|0|1|0|0|0|0|0|
Thu Feb 11 12:57:49 2016|1.14599990845|0|1|0|0|0|0|0|
Thu Feb 11 12:59:51 2016|1.2389998436|0|1|0|0|0|0|0|
Thu Feb 11 13:01:52 2016|1.33600020409|0|1|0|0|0|0|0|
Thu Feb 11 13:03:53 2016|1.125|0|1|0|0|0|0|0|
Thu Feb 11 13:05:54 2016|1.27699995041|0|1|0|0|0|0|0|
Thu Feb 11 13:07:56 2016|1.16000008583|0|1|0|0|0|0|0|
Thu Feb 11 13:09:57 2016|1.2009999752|0|1|0|0|0|0|0|
Thu Feb 11 13:11:58 2016|1.12700009346|0|1|0|0|0|0|0|
Thu Feb 11 13:13:59 2016|1.23200011253|0|1|0|0|0|0|0|
Thu Feb 11 13:16:00 2016|1.17000007629|0|1|0|0|0|0|0|
Thu Feb 11 13:18:02 2016|1.17100000381|0|1|0|0|0|0|0|
Thu Feb 11 13:20:03 2016|1.17100000381|0|1|0|0|0|0|0|
Thu Feb 11 13:22:04 2016|1.18300008774|0|1|0|0|0|0|0|
Thu Feb 11 13:24:05 2016|1.19099998474|0|1|0|0|0|0|0|
Thu Feb 11 13:26:06 2016|1.13499999046|0|1|0|0|0|0|0|
Thu Feb 11 13:28:08 2016|1.17700004578|0|1|0|0|0|0|0|
Thu Feb 11 13:30:09 2016|1.19400000572|0|1|0|0|0|0|0|
Thu Feb 11 13:32:10 2016|1.1130001545|0|1|0|0|0|0|0|
Thu Feb 11 13:34:11 2016|1.12299990654|0|1|0|0|0|0|0|
Thu Feb 11 13:36:12 2016|1.25100016594|0|1|0|0|0|0|0|
Thu Feb 11 13:38:14 2016|1.1970000267|0|1|0|0|0|0|0|
Thu Feb 11 13:40:15 2016|1.19799995422|0|1|0|0|0|0|0|
Thu Feb 11 13:42:16 2016|1.22900009155|0|1|0|0|0|0|0|
Thu Feb 11 13:44:17 2016|1.21200013161|0|1|0|0|0|0|0|
Thu Feb 11 13:46:19 2016|1.28600001335|0|1|0|0|0|0|0|
Thu Feb 11 13:48:20 2016|1.26999998093|0|1|0|0|0|0|0|
Thu Feb 11 13:50:21 2016|1.19400000572|0|1|0|0|0|0|0|
Thu Feb 11 13:52:23 2016|1.43300008774|0|1|0|0|0|0|0|
Thu Feb 11 13:54:24 2016|1.22000002861|0|1|0|0|0|0|0|
Thu Feb 11 13:56:25 2016|1.15400004387|0|1|0|0|0|0|0|
Thu Feb 11 13:58:26 2016|1.3069999218|0|1|0|0|0|0|0|
Thu Feb 11 14:00:28 2016|1.32399988174|0|1|0|0|0|0|0|
Thu Feb 11 14:02:29 2016|1.02600002289|0|1|0|0|0|0|0|
Thu Feb 11 14:04:30 2016|1.11899995804|0|1|0|0|0|0|0|
Thu Feb 11 14:06:31 2016|1.20500016212|0|1|0|0|0|0|0|
Thu Feb 11 14:08:32 2016|1.27999997139|0|1|0|0|0|0|0|
Thu Feb 11 14:10:34 2016|1.19000005722|0|1|0|0|0|0|0|
Thu Feb 11 14:12:35 2016|1.21000003815|0|1|0|0|0|0|0|
Thu Feb 11 14:14:36 2016|1.12599992752|0|1|0|0|0|0|0|
Thu Feb 11 14:16:37 2016|1.21999979019|0|1|0|0|0|0|0|
Thu Feb 11 14:18:39 2016|1.31200003624|0|1|0|0|0|0|0|
Thu Feb 11 14:20:40 2016|1.16900014877|0|1|0|0|0|0|0|
Thu Feb 11 14:22:41 2016|1.12199997902|0|1|0|0|0|0|0|
Thu Feb 11 14:24:42 2016|1.15599989891|0|1|0|0|0|0|0|
Thu Feb 11 14:26:43 2016|1.16199994087|0|1|0|0|0|0|0|
Thu Feb 11 14:28:46 2016|2.43000006676|0|1|0|0|0|0|0|
Thu Feb 11 14:30:47 2016|1.22900009155|0|1|0|0|0|0|0|
Thu Feb 11 14:32:48 2016|1.20799994469|0|1|0|0|0|0|0|
Thu Feb 11 14:34:49 2016|1.23000001907|0|1|0|0|0|0|0|
Thu Feb 11 14:36:51 2016|1.08000016212|0|1|0|0|0|0|0|
Thu Feb 11 14:38:52 2016|1.17900013924|0|1|0|0|0|0|0|
Thu Feb 11 14:40:53 2016|1.25|0|1|0|0|0|0|0|
Thu Feb 11 14:42:54 2016|1.17000007629|0|1|0|0|0|0|0|
Thu Feb 11 14:44:55 2016|1.03100013733|0|1|0|0|0|0|0|
Thu Feb 11 14:46:57 2016|1.1779999733|0|1|0|0|0|0|0|
Thu Feb 11 14:48:58 2016|1.0759999752|0|1|0|0|0|0|0|
Thu Feb 11 14:50:59 2016|1.3029999733|0|1|0|0|0|0|0|
Thu Feb 11 14:53:00 2016|1.15199995041|0|1|0|0|0|0|0|
Thu Feb 11 14:55:01 2016|1.12999987602|0|1|0|0|0|0|0|
Thu Feb 11 14:57:03 2016|1.33499979973|0|1|0|0|0|0|0|
Thu Feb 11 14:59:04 2016|1.2460000515|0|1|0|0|0|0|0|
Thu Feb 11 15:01:05 2016|1.19899988174|0|1|0|0|0|0|0|
Thu Feb 11 15:03:06 2016|1.09100008011|0|1|0|0|0|0|0|
Thu Feb 11 15:05:07 2016|1.07500004768|0|1|0|0|0|0|0|
Thu Feb 11 15:07:09 2016|1.27600002289|0|1|0|0|0|0|0|
